Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-01-06,Chinese Take-Away,2011,https://boxd.it/5vlQqr,3.5,,Darín contando uno por uno los 350 tornillos Phillips soy yo con todo.,,2024-01-05
2024-01-08,Foe,2023,https://boxd.it/5wRIxd,3.5,,"Foe retrata el deterioro de las relaciones humanas a la par del deterioro climático de nuestro planeta. La necesidad de reinventarse, de cuidar lo que ya tenemos, pero sin darlo por sentado.

Saoirse Ronan y Paul Mescal están cautivantes en todas las facetas de sus personajes. Tal vez, mi único pero es la extrema similitud con el episodio de la última temporada de Black Mirror, protagonizado por Aaron Paul.",,2024-01-07
2024-01-09,The Time It Takes,2021,https://boxd.it/5xwjy3,5,Yes,"<blockquote>""Pero cada día pensaría un minuto menos en ella. Y así sería un minuto menos de tristeza.""<blockquote>

Nunca la había vuelto a ver desde su estreno, en 2021, y ahora recuerdo por qué: es hermosamente triste, intimista, de esas que te llegan a lo más profundo del corazón y te hacen replantear tus propios vínculos sentimentales. Bellísima.",profile,2024-01-08
2024-01-10,Trópico,2020,https://boxd.it/5y5Dfv,2.5,,Estas eran las películas argentinas que mirábamos durante el brote simultáneo de Covid y dengue.,,2024-01-09
2024-01-11,The Wrath of God,2022,https://boxd.it/5yC8EF,3,,"Entretiene, no se hace extensa ni se desvía del tema principal. A veces siento que a este tipo de películas se les tira demasiado hate sólo por ser de industria nacional.

Mención aparte para la bellísima librería El Ateneo Grand Splendid. Única, imponente!",,2024-01-10
2024-01-12,Abzurdah,2015,https://boxd.it/5zaXBv,3,,"Abzurdah toca temas importantes, que deberían llevar a la charla y a la concientización, tales como los trastornos alimenticios en la adolescencia femenina, las relaciones prohibidas, y las consecuentes enfermedades mentales.

El gran problema, es que tiende a romantizar todos estos delicados tópicos.",,2024-01-11
2024-01-14,About Time,2013,https://boxd.it/5A7mon,4.5,Yes,"Recordaba la tristeza que había sentido con About Time la primera vez que la vi, pero no que era tan poderosa y profunda. Esa música instrumental de Ben Folds te destruye por completo.",,2024-01-12
2024-01-15,Sundown,2021,https://boxd.it/5APx89,3.5,,"Hay algo en esta película, simple según algunas críticas, que te atrapa y no te suelta. Tal vez es la acción/inacción del protagonista, el ser turista no latino en la cotidianeidad mexicana, la contraposición de clases sociales en un mismo sitio, paradisíaco por momentos, un infierno soleado en otros.

No sé si terminé de entender todo lo que el director quiso contar, pero es distinta, rara, y esa intención se valora.",,2024-01-13
2024-01-16,Society of the Snow,2023,https://boxd.it/5Bsorf,4.5,,"Yo durante toda la película pensando en sólo dos cosas: que Numa sobrevivía, porque era él quien contaba la historia en off, y en cómo car*jo hizo San Martin para cruzar los Andes a caballo. El verdadero prócer argentino.",,2024-01-14
2024-01-17,Julia(s),2022,https://boxd.it/5BXcE9,4.5,,"Esta película es maravillosa, intimista, detallista, emotiva, y su guión rompe con todos los esquemas. Sólo le voy a bajar media estrella porque, si fuese elige tu propia aventura, yo no me habría quedado con ese final.",,2024-01-15
2024-01-18,Oppenheimer,2023,https://boxd.it/5CprPR,4.5,,Me encantaría saber mucho más sobre física e historia para poder entender en su totalidad esta maldita maravilla.,,2024-01-16
2024-01-19,At the End of the Tunnel,2016,https://boxd.it/5CQrtF,4.5,,"Cumple con todos los elementos clásicos de los thrillers pero, además, le añade claustrofobia y argentinidad.",,2024-01-17
2024-01-19,9,2021,https://boxd.it/5CQWBF,4,,"Si es nene, ponele <i>Enzo<i>.

<a href=""https://boxd.it/tuer8"">2021 Ranked</a>",,2024-01-18
2024-01-20,Appropriate Adult,2011,https://boxd.it/5DmFar,3.5,,"Cómo me gustaba hacer zapping, parar en Europa Europa, y encontrarme con estas joyitas!",,2024-01-06
2024-01-20,Bodyguard,2018,https://boxd.it/5Dn0QX,4.5,,Año 2024 y todavía estoy esperando la segunda temporada de Bodyguard que nos prometieron.,,2024-01-19
2024-01-22,Nadie puede ser tan malo haciendo café,2018,https://boxd.it/5EtOTD,3,Yes,Yendo a hacer yoga.,,2024-01-20
2024-01-22,Crazy About Her,2021,https://boxd.it/5EuIAn,4.5,Yes,"Está llena de clichés pero yo la amo, es mi comfort movie española para reir y llorar al mismo tiempo.",,2024-01-21
2024-01-23,The Last Letter from Your Lover,2021,https://boxd.it/5EYkZD,5,Yes,"Cuando se estrenó esta película se la recomendé a una persona y, luego de unos días, me respondió <i>""es la más linda que vi en toda mi vida""<i>.

Me quedo con esa hermosa frase y con todos los sentimientos que me nacen en cada rewatch. Preciosa, para llorar a mares, para replantearte una y otra vez el paso del tiempo y el amor.",,2024-01-22
2024-01-24,Weekend at Bernie's,1989,https://boxd.it/5FohHj,5,Yes,"<a href=""https://boxd.it/5FohHj"">Weekend at Bernie’s ✔️</a>
<a href=""https://boxd.it/5HhkRF"">Weekend at Bernie’s II</a>

No puedo ser imparcial porque amo esta película desde que era chiquita y no entendía ni la mitad de la trama, pero yo me reía con los dos pibes haciendo saludar al muerto. Lejos, lejos, mi comedia ochentosa preferida.",,2024-01-23
2024-01-25,La empresa,2020,https://boxd.it/5FTigb,4,Yes,Alto plot twist por ser un cortometraje.,,2024-01-24
2024-01-26,One Day,2011,https://boxd.it/5GlCxx,4.5,Yes,"<blockquote>“She made you decent, and in return you made her so happy”<blockquote>

Nota mental: dejar de ser masoquista viendo, una y otra vez, esta película.",,2024-01-25
2024-01-27,Yí (Endless River),2020,https://boxd.it/5GMsjf,3,Yes,"¿Estamos hablando de una paradoja espacio temporal, verdad?",,2024-01-26
2024-01-28,Weekend at Bernie's II,1993,https://boxd.it/5HhkRF,4.5,Yes,"<a href=""https://boxd.it/5FohHj"">Weekend at Bernie’s ✔️</a>
<a href=""https://boxd.it/5HhkRF"">Weekend at Bernie’s II ✔️</a>

Tal vez la película pierde un poquito de la magia y espontaneidad que caracterizó a la primera parte, pero Terry Kiser, en el papel de Bernie, va a ser por siempre el mejor muerto de la historia del cine, ¡si hasta hizo twerk en los 90!",,2024-01-27
2024-01-29,Rodríguez y el cambio climático,2017,https://boxd.it/5HU3rX,3,Yes,"<blockquote>“Si no cambiamos nuestro modo de vida, estamos fritos.”<blockquote>",,2024-01-28
2024-01-30,Interstellar,2014,https://boxd.it/5Iwa1j,4.5,,"<blockquote>“Love isn’t something that we invented. It’s observable. Powerful. It has to mean something. Maybe it means something more, something we can’t yet understand. Maybe it’s some evidence, some artifact of a higher dimension that we can’t consciously perceive. Love is the one thing that we’re capable of perceiving that transcends dimensions of time and space.”<blockquote>

Fascinante, misteriosa, abrumadora, asfixiante, magnífica. Un viaje a través del tiempo y el espacio de las emociones, sentimientos y pensamientos.",,2024-01-29
2024-01-31,Through My Window,2022,https://boxd.it/5IWdKD,2.5,Yes,"<a href=""https://boxd.it/5IWdKD"">A través de mi ventana ✔️</a>
<a href=""https://boxd.it/5JlA7T"">A través del mar</a>
<a href=""#"">A través de tu mirada</a>

Es una red flag 🚩 constante y odio el hecho de que voy a ver las dos películas que faltan de la trilogía.",,2024-01-30
2024-02-01,Through My Window: Across the Sea,2023,https://boxd.it/5JlA7T,2.5,,"<a href=""https://boxd.it/5IWdKD"">A través de mi ventana ✔️</a>
<a href=""https://boxd.it/5JlA7T"">A través del mar ✔️</a>
<a href=""#"">A través de tu mirada</a>

Sorprendentemente, esta segunda parte es mejor que la primera.",,2024-01-31
2024-02-02,Other Side of the Box,2018,https://boxd.it/5JMrol,3.5,Yes,"Sin ninguna duda, miraría una película entera basada en este cortometraje.",,2024-02-01
2024-02-03,Sea Sparkles,2022,https://boxd.it/5Kf9Tj,3,Yes,Quedó clarísimo que a Lucas no le gustaba absolutamente nada de Uruguay.,,2024-02-02
2024-02-04,American Murder: The Family Next Door,2020,https://boxd.it/5KJBtD,4,,Vi este documental hace más de tres años y todavía me sigue doliendo e indignando.,,2024-02-03
2024-02-05,Don't F**k with Cats: Hunting an Internet Killer,2019,https://boxd.it/5LdmJL,5,,La serie documental que más me voló la cabeza en mi vida.,,2024-02-04
2024-02-07,Fallen Leaves,2023,https://boxd.it/5M9ghn,4,,"Pensaba, mientras sonaba <i>Arrabal amargo<i> en la voz de Carlos Gardel, en las conexiones humanas situadas en diferentes partes del mundo pero corriendo el mismo año, hoy. El ritmo, el tiempo infinito, la calma, las proridades, la comunicación masiva, la frialdad/calidez en las relaciones personales. Inconscientemente, nos sentimos en los 70, no solo por la estética y la música, sino por la vida que nos presenta Fallen Leaves.",,2024-02-06
2024-02-08,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/5Mzmuf,4,Yes,"Como buena adolescente de los 2000, cuando vi esta película por primera vez me voló la cabeza. Es, justamente, esa etapa donde sentís que todas las relaciones son el amor de tu vida y <i>Eternal Sunshine of the Spotless Mind<i> llega para que te lo replantees.

Ahora, con varios años más encima, la volví a ver con otros ojos y creo que no debí hacer eso. La calificación sigue siendo alta, porque las actuaciones son convincentes, la fotografía es hermosa, el tema y las diferentes líneas de tiempo envejecen bien, la canción de Beck continúa hipnótica, pero nada de todo esto, nada, me pegó como en aquellos 2000.",,2024-02-07
2024-02-09,The Class,2007,https://boxd.it/5MYqXb,5,Yes,"<a href=""https://boxd.it/5MYqXb"">Klass ✔️</a>
<a href=""https://boxd.it/5MZR2j"">Klass - Elu pärast</a>

No existe película en el mundo que refleje mejor el acoso escolar, y sus consecuencias, que la estonia Klass. Cruda, impactante.",,2024-02-05
2024-02-09,The Class: Life After,2010,https://boxd.it/5MZR2j,5,,"<a href=""https://boxd.it/5MYqXb"">Klass ✔️</a>
<a href=""https://boxd.it/5MZR2j"">Klass - Elu pärast ✔️</a>

La vida después de la tragedia. Las consecuencias de los actos, de las omisiones. Los que ya no están. Los que todavía quedan.",,2024-02-08
2024-02-10,Society of the Snow: Who Were We on the Mountain?,2024,https://boxd.it/5Nm7B9,4.5,,Tan conmovedor como la película. O incluso más.,,2024-02-09
2024-02-11,Luca,2021,https://boxd.it/5NOpsl,5,,"<blockquote>“Some people, they’ll never accept him, but some will and he seems to know how to find the good ones.”<blockquote>

Por favor, pero esto es una preciosidad, una métafora hermosa para cada etapa de la vida. Y encima, situada en un pueblito italiano. Mi favorita de Pixar hasta el momento.",,2024-02-10
2024-02-13,Aftersun,2022,https://boxd.it/5ONP5J,5,Yes,"Llovía, en la radio sonaba Under Pressure, y una parte de mi pensó que era buena idea volver a ver Aftersun. 

No me voy a extender demasiado, porque creo que ya está todo dicho sobre esta maravilla, solo remarcar una escena que tal vez, para muchos, pasa desapercibida: Calum escupiéndose a sí mismo frente al espejo como señal de autodestrucción y, al mismo tiempo, terror a la depresión hereditaria por la conversación que está teniendo con Sophie. Y por experiencia propia puedo asegurar que es un miedo irracional que te paraliza, te anula por completo.

Nunca otra película me había hecho sentir así, doler así.",,2024-02-12
2024-02-14,Ciao Alberto,2021,https://boxd.it/5PeWm7,4.5,Yes,"Igual de bella y conmovedora que <a href=""https://boxd.it/5NOpsl"">Luca</a>.",,2024-02-13
2024-02-15,The Kiss,1896,https://boxd.it/5PCYM5,2,,Bastante cringe la primera película romántica de la historia.,,2024-02-14
2024-02-16,The Iron Claw,2023,https://boxd.it/5Q7HZD,5,,"Y es con peliculones como The Iron Claw que las nominaciones a la temporada de premios pierden seriedad. Interpretaciones, fotografía, los combates de lucha libre, todo es de una calidad increíble. Directo a mi top de biopics.",,2024-02-15
2024-02-17,Upgraded,2024,https://boxd.it/5QtHe7,3.5,,"Upgraded no le aporta nada nuevo al género, pero es una de esas rom-coms que se necesitan cada tanto para desconectar y disfrutar. ‎Camila Mendes fresca y radiante como siempre. Para una tarde pochoclera.",,2024-02-16
2024-02-18,Leave the World Behind,2023,https://boxd.it/5R1btn,4,,"La ambición de <i>Leave the World Behind<i> la lleva a abrir interesantes debates sobre teorías conspirativas, mundos postapocalípticos, racismo y prejuicio, tecnología vs. humanidad, entre otros, pero no termina de cerrar ninguno satisfactoriamente. 

Se disfruta por más de dos horas, decae en los minutos finales.",,2024-02-17
2024-02-19,The Lobster,2015,https://boxd.it/5RvdHB,2,,"La fina línea entre disruptivo y desagradable. <i>The Killing of a Sacred Deer<i> y <i>Kynódontas<i> me parecieron disruptivas, <i>The Lobster<i> no.",,2024-02-18
2024-02-20,Laps,2017,https://boxd.it/5S8X7d,4,,24/7 siendo mujer.,,2024-02-19
2024-02-21,Tuesday,2015,https://boxd.it/5Sxw6n,3.5,Yes,"Cómo expresar tantos sentimientos juntos en tan solo once minutos, nivel Charlotte Wells.",,2024-02-20
2024-02-22,American Sniper,2014,https://boxd.it/5SYAvP,3.5,,Un impecable Bradley Cooper y no mucho más.,,2024-02-21
2024-02-23,Thirteen,2003,https://boxd.it/5TmDNb,4.5,Yes,"Cuando te hacen ver esta película en el colegio para concientizar, siendo adolescente, pero termina resultando todo lo contrario.",,2024-02-22
2024-02-24,Heart Shot,2022,https://boxd.it/5TKLsj,0.5,Yes,Por suerte solo era un cortometraje.,,2024-02-23
2024-02-25,The Basketball Diaries,1995,https://boxd.it/5UhSad,4.5,,"Leo DiCaprio siempre fue un actorazo, digno de Oscars, pero nosotros nos distraíamos con su cara bonita.",,2024-02-24
2024-02-26,The Royal Hotel,2023,https://boxd.it/5UKpPp,4,,¿No hay ni un hombre normal en este puto pueblo?,,2024-02-25
2024-02-27,BlackBerry,2023,https://boxd.it/5VjTRZ,4,,"<blockquote>""We are going to go from <i>'number one phone in the world'<i> to <i>'that phone that people had before they bought an iPhone'<i>"".<blockquote>

Wow, ahora necesito volver a usar un celular con teclado para escuchar su ruidito.",,2024-02-26
2024-02-28,A Walk to Remember,2002,https://boxd.it/5VJuFB,4.5,Yes,"Amo esta película porque es un adelanto de todos los sentimientos que nos iba a transmitir Mandy Moore en This Is Us. Odio esta película porque cada vez que la veo me hace llorar más, y más rápido. 

Si buscás una típica comedia romántica adolescente de principios de siglo, no caigas en la trampa, es un dramón de aquellos.",,2024-02-27
2024-02-29,American Hustle,2013,https://boxd.it/5W7alp,3.5,,Un duelo actoral constante donde el que termina triunfando es el diseño de vestuario.,,2024-02-28
2024-03-01,Killers of the Flower Moon,2023,https://boxd.it/5WzLcF,2,,"Ferviente admiradora de las duplas DiCaprio/Scorsese y De Niro/Scorsese pero, lamentablemente, <i>Killers of the Flower Moon<i> no fue para mi. Más allá de las buenas actuaciones y la hermosa fotografía, que una película de este estilo no te genere ningún tipo de intriga ni sentimiento es imperdonable.",,2024-02-29
2024-03-02,¡Atraco!,2012,https://boxd.it/5WWn4X,4.5,,"No puedo creer la poca repercusión que tuvo, en su momento, esta coproducción argentina-española. Combina a la perfección humor negro con drama y, encima, alcanza un gran y sorprendente final. De mis actuaciones preferidas de Cabré y Francella.",,2024-03-01
2024-03-03,Baires,2015,https://boxd.it/5Xp3U3,2.5,,"Se le perdona un poco la inverosimilitud porque, al menos, es entretenida.",,2024-03-02
2024-03-04,Below Zero,2021,https://boxd.it/5Y1oXD,4,,"Vine por los actores, me llevé un gran desarrollo y final.",,2024-03-03
2024-03-05,Poor Things,2023,https://boxd.it/5YEAnb,4.5,,"No existe otro adjetivo, Emma Stone es hipnótica.",,2024-03-04
2024-03-06,"Red, White and Blue",2023,https://boxd.it/5Z364X,4.5,,"Poderoso, shockeante, sensible. Verdadero cine en veinte minutos.",,2024-03-05
2024-03-07,Knight of Fortune,2022,https://boxd.it/5Zs0ex,4,,"El duelo desde la risa, el acompañamiento y la compasión. Perfectamente ejecutado y transmitido.",,2024-03-06
2024-03-08,The Zone of Interest,2023,https://boxd.it/5ZW4yL,4,,"<blockquote>“There are, in effect, two films. The one you see, and the one you hear, and the second is just as important as the first, arguably more so. We already know the imagery of the camps from actual archive footage. There is no need to attempt to recreate it, but I felt that if we could hear it, we could somehow see it in our heads.”, Jonathan Glazer.<blockquote>

Nada es explícito, nada es visual. Porque no es necesario, porque ya todos sabemos lo que ocurría detrás de ese muro. Es la sutileza de la indiferencia, la banalización del mal.",,2024-03-07
2024-03-09,Necktie,2013,https://boxd.it/60ghxL,1,Yes,"Vi este corto dos veces para entender por qué a la gente le gusta tanto. Y no che, no hay caso.",,2024-02-11
2024-03-09,21 Grams,2003,https://boxd.it/60hW9d,4.5,Yes,"Existen películas que, tal vez, no hay que volver a ver y, en su lugar, quedarse con la primera impresión. Allá por los 2000, <i>21 Grams<i> me voló la cabeza por sus simbolismos y la forma rompecabezas de contar la enredada historia. Ahora, 20 años después, le encontré varias falencias en guión y en el accionar de los personajes que no sé si quería observar. 

La puntuación sigue siendo altísima porque, a pesar de todo, confío en esas primeras impresiones. Y porque el verdadero significado de los 21 gramos me quedó marcado en mi mente desde ese día.

<a href=""https://boxd.it/tuaCm"">2000s Ranked</a>",,2024-03-08
2024-03-10,Adult World,2013,https://boxd.it/60JplL,4,Yes,"Si existiera una antología <i>Shit Poetry<i> para películas, sin dudas <i>Adult World<i> formaría parte de ella porque, parafraseando al libro, es <i>""horriblemente chistoso""<i>, <i>""tan malo que es bueno""<i>, <i>""tan terrible, me reí y luego lloré""<i>, y yo la amo cada vez que la veo.",,2024-03-09
2024-03-12,The Red Suitcase,2022,https://boxd.it/61SAHv,4,Yes,"Efectiva, tensa y emotiva en, tan solo, menos de veinte minutos.",,2024-03-10
2024-03-13,Beautiful Boy,2018,https://boxd.it/62ljKP,5,Yes,"Para mi el cine son sentimientos, chispas que la historia, por más pequeña que sea, me transmite a través de la pantalla. Y eso es <i>Beautiful Boy<i> cada vez que la veo, chispas de tristeza, melancolía, dolor, esperanza, familia, fuerza.",,2024-03-12
2024-03-13,Betibú,2014,https://boxd.it/62peOF,2.5,,"Inicio prometedor, final con gusto a poco. El gran problema es el innecesario romance del desarrollo.",,2024-03-11
2024-03-14,Room for Rent,2019,https://boxd.it/62K3Yh,3.5,,Que buen momento para estar vivo cuando la entrada de <i>Oasis<i> en River salía 80 pesos.,,2024-03-13
2024-03-15,WAR IS OVER! Inspired by the Music of John & Yoko,2023,https://boxd.it/63azsz,4,,"Idealista, como John y Yoko.",,2024-03-14
2024-03-16,Alpha Dog,2006,https://boxd.it/63z30X,5,Yes,"Volví a sentir lo mismo que a los 15 años, cuando la vi por primera vez. Peliculón poco reconocido.",,2024-03-15
2024-03-17,Aisha,2022,https://boxd.it/645h6f,4.5,,"Los secretos que cuentan los silencios, el dolor que ocultan los silencios. 

Vine por Josh O'Connor pero me voy con la poderosa interpretación de Letitia Wright. De esas películas que con poco dicen todo.",,2024-03-16
2024-03-18,The Curse,2023,https://boxd.it/64CwW7,4.5,,"Los primeros episodios son un sinsentido total, pero después <i>The Curse<i> se convierte en un delirio hermoso que va más allá de los propios límites de Nathan Fielder y Benny Safdie. Emma Stone cautivante como siempre. Miniserie distinta, rara, no complaciente con todos.",,2024-03-17
2024-03-19,Knock at the Cabin,2023,https://boxd.it/65b5Yv,2.5,,"La premisa tiene mucho potencial, pero uno termina recibiendo más preguntas que respuestas. Y no en el buen sentido del misterio.",,2024-03-18
2024-03-20,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/65zK6x,1.5,,"Existen películas que amo, como <a href=""https://letterboxd.com/film/victoria-2015/"">Victoria</a>, o que me resultan satisfactorias, por ejemplo la argentina <a href=""https://letterboxd.com/film/causality/"">Causalidad</a>, por el simple hecho de estar filmadas en plano secuencia, movimiento que más me hace participar en la historia y conectar con sus personajes. Pero acá, con <i>Birdman<i>, nada, la absoluta nada.",,2024-03-19
2024-03-21,Britney vs. Spears,2021,https://boxd.it/65YDWV,3.5,,Siempre del lado #FreeBritney de la vida.,,2024-03-20
2024-03-22,Carancho,2010,https://boxd.it/66q1Ov,3,,No existe un título más propio del lunfardo argentino que <i>Carancho<i>.,,2024-03-21
2024-03-23,El Potro: Unstoppable,2018,https://boxd.it/66LrQp,2.5,Yes,Una extensa sucesión de momentos de <i>Rodrigo<i> que no lo representan en nada. Las estrellas de mi puntuación son para Rodrigo Romero que está idéntico al Potro!,,2023-12-19
2024-03-24,Expats,2024,https://boxd.it/67ki9r,4,,"<blockquote>And when the dark thoughts hit you...

You decide whether you let them take you under. Or whether you're gonna get up. Brush your teeth. Open the curtains. Go for a walk. You look to the children you still have. 

And you hum...

... so the silence doesn't overwhelm you.<blockquote>

La vida sigue, no todos los momentos determinantes consiguen un cierre. Cómo continuamos, conviviendo con las decisiones que tomamos, perdonándonos por los errores cometidos, eso es <i>Expats<i>.",,2024-03-23
2024-03-26,See You in Another Life,2024,https://boxd.it/68o9LN,4.5,,"Desde el vamos, la premisa de <i>""Nos vemos en otra vida""<i> resulta convocante para el público por tratarse de uno de los ataques terroristas más recordados de este siglo. Pero, guau, la serie es asfixiante. Durante sus seis episodios no te deja respirar ni un momento, haciéndote pasar del enojo a la tristeza en segundos. Actuaciones magistrales, destacando por mucho Pol López. De lo mejor que ha entregado España en los últimos años.",,2024-03-24
2024-03-27,One Day,2024,https://boxd.it/68PCi5,5,,"<blockquote>""Imagine elegir un día y tacharlo de una vida, y piense en lo diferente que habría sido su curso. Deténgase, lector, y piense por un momento en la larga cadena de hierro u oro, de espinas o flores, que nunca lo hubiera amarrado si no fuera por la creación del primer eslabón en aquel memorable día.""<blockquote>

Debo admitir que comencé a ver la serie con cierto recelo porque amo la <a href=""https://boxd.it/5GlCxx"">película</a> y considero que algunas producciones no deberían tener una remake.

Bueno, no podría haber estado más equivocada. Y me alegro de que así sea. Esta versión de <i>One Day<i> alcanza niveles más altos de profundidad, desarrollo de personajes, conexión, sentimentalismo, detallismo. Si Anne Hathaway y Jim Sturgess ya tenían una química increíble, la de Ambika Mod y Leo Woodall es aún más poderosa. Y si yo ya había llorado con el final, ahora se me cayeron las lágrimas por más de cuarenta minutos. 

Estas son las ficciones que me gustan, las que me rompen el corazón en mil pedazos, las que me hacen sentir. Recién estamos en marzo pero ya veo que formará parte de mi top 5 del 2024.",profile,2024-03-25
2024-03-28,Never Let Me Go,2010,https://boxd.it/69c9l1,4,Yes,"<blockquote>""What I'm not sure about is if our lives have been so different from the lives of the people we save. We all complete. Maybe none of us really understand what we've lived through, or feel we've had enough time.""<blockquote>

Esta historia siempre fue sobre mucho más que el amor. Es la vida, la que se tiene, la que se pierde, por el futuro y por el presente. Desgarradora sin golpes bajos.",,2024-03-26
2024-03-29,She's All That,1999,https://boxd.it/69Gq5T,2.5,,Ciertas escenas y frases de los 90 envejecen muy mal.,,2024-03-27
2024-03-30,He's All That,2021,https://boxd.it/6a5Orp,3,,"Sorry not sorry pero me entretuvo más que la <a href=""https://boxd.it/69Gq5T"">versión original</a>.",,2024-03-28
2024-03-31,Lords of Dogtown,2005,https://boxd.it/6aAB37,4.5,,"A los 15 años le hubiera puesto cinco estrellas, pero ahora eso es sólo para obras maestras y bla bla. Me fascinó, es una película inmersiva. Necesito salir ya a andar en skate.",,2024-03-29
2024-04-01,Cenizas pasajeras,2024,https://boxd.it/6b8Woj,3.5,,"Me sentía ahí, charlando sobre la vida con los pibes.",,2024-03-30
2024-04-01,The Last Brunch,2024,https://boxd.it/6b9laL,2,Yes,"Cringe, pero del bueno.",,2024-03-31
2024-04-02,Rest in Peace,2024,https://boxd.it/6bJBkz,3.5,,"La historia comienza muy bien y continúa aún mejor. Pensás que estás viendo la película argentina más intrigante de los últimos años. Por fin. Pero no, la tenían que arruinar con ese sinsentido de final, como si fuese una serie que espera segunda temporada. Una hora y cuarto de cinco estrellas, media hora de dos, para ser generosa.",,2024-04-01
2024-04-03,Lovers of the Arctic Circle,1998,https://boxd.it/6ccFZJ,4,,"<blockquote>""Estoy esperando la casualidad de mi vida, la más grande, y eso que las he tenido de muchas clases. Sí, podría contar mi vida uniendo casualidades.""<blockquote>

Najwa Nimri, siempre hipnótica.",,2024-04-02
2024-04-05,You Are Not Alone: Fighting the Wolf Pack,2024,https://boxd.it/6d5flX,5,,"<blockquote>NO ES NO. Y si no es sí, también es NO. Sólo SÍ ES SÍ.<blockquote>

Escalofriante, desgarrador, indignante. Este documental debería ser visto en todos los colegios y ámbitos de estudio y trabajo. Para nunca olvidar. Para que no vuelva a pasar.",,2024-04-03
2024-04-06,Carmel: Who Killed Maria Marta?,2020,https://boxd.it/6drxfH,4.5,,"Si la serie documental deja más dudas que certezas, siempre piensen en que la justicia argentina primero condenó por homicidio agravado por vínculo a su marido, Carlos Carrascosa, y ahora MÁS DE 20 AÑOS DESPUÉS, determina que el asesino fue Nicolás Pachelo.",,2024-04-04
2024-04-06,The Walking Dead: The Ones Who Live,2024,https://boxd.it/6ds56f,4,Yes,TWD is back y el círculo postapocalíptico cierra perfecto: la historia comienza con un hombre buscando y hallando a su familia y finaliza con ese mismo hombre reencontrándose con su nueva familia.,,2024-04-05
2024-04-07,Irish Wish,2024,https://boxd.it/6dQB2H,3,,"Cae en todos los clichés habidos y por haber pero, a veces, lo que uno necesita es bajar un poco el ritmo, disfrutar de los alucinantes paisajes irlandeses y enamorarse un ratito. Hermoso volver a ver radiante a Lindsay, y grata sorpresa Edward Speleers, a quien sólo conocía por la última temporada de You, en un papel completamente diferente. Para pasar una linda tarde.",,2024-04-06
2024-04-08,After Hours,1985,https://boxd.it/6eollL,4.5,,"Lo más alucinante de esta gran obra de Scorsese es la naturalidad con la que te lleva, como espectador, de un escenario a otro, de un personaje a otro, haciéndote sentir Paul Hackett por una noche. Es un viaje. Un rarísimo viaje.",,2024-04-07
2024-04-09,Música,2024,https://boxd.it/6eUIOl,4,,"Un musical diferente, un musical real, donde todo el arte brota de las raíces brasileñas, y la sutil influencia argentina de Andy Muschietti, que sólo un latinoamericano puede percibir y sentir en su integridad. <i>Música<i> es mágica y esperanzadora sin dejar de mostrar las dos caras de la inmigración y la cultura que se lleva intrínseca en la sangre.",,2024-04-08
2024-04-10,The Spectacular Now,2013,https://boxd.it/6feWRD,4.5,Yes,"Aquí, el típico cliché yankee de chico popular invita a chica tímida al baile de graduación es la excusa para ahondar en temas como el alcoholismo en los jóvenes, el abandono parental o la carga de las presiones ajenas. Y es por eso, por no ir a lo seguro, por arriesgarse, que <i>The Spectacular Now<i> es una de las ""películas adolescentes"" más profundas y subestimadas de los últimos años. Además, es la antesala del brillante Miles Teller de <i>Whiplash<i> y la siempre transparente Shailene Woodley.",,2024-04-09
2024-04-11,The Tearsmith,2024,https://boxd.it/6fDfoD,3.5,,"Por los comentarios, pensé que era una especie de versión italiana de la terrible saga <a href=""https://boxd.it/4U0Sed"">365 Dni</a>. Pero nada que ver, hasta me llegó a conmover.",,2024-04-10
2024-04-12,Palm Springs,2020,https://boxd.it/6g0iKt,5,Yes,"<blockquote>""Today, tomorrow, yesterday, it's all the same.""<blockquote>

Necesito que todo el mundo vea esta joyita. Hoy, mañana, ayer.",,2024-04-11
2024-04-14,The Greatest Hits,2024,https://boxd.it/6gN3R3,5,,"<blockquote>He said, ""Live your dash."" On his tombstone is the date of his birth and the date of his death. And in between is the dash. I don't know, maybe it's a little NutraSweet but, I always thought there were pretty decent words to live by.<blockquote>

This is my kind of movie, de esas que te llegan por todos lados, que te hacen sentir a través del hermoso poder transformador de la música, la magia de nuestros propios sentidos y memorias, la estética y la forma de transmitir la historia. Simple y perfecta.",,2024-04-12
2024-04-15,The Walking Dead: The Return,2024,https://boxd.it/6hbtZb,4,,"Hermoso recorrido, de la mano de los propios Andrew Lincoln y Danai Gurira, por las locaciones más emblemáticas de The Walking Dead. Nostalgia pura porque, SÍ, la serie tuvo momentazos icónicos, y muchos.",,2024-04-13
2024-04-15,Under the Silver Lake,2018,https://boxd.it/6hcicp,4,,"Una especie de búsqueda del tesoro, pero con delirios místicos y personajes random super raros, que te mantiene totalmente alerta por más de dos horas. 

Recomendación de <a href=""https://boxd.it/RsWz"">@FrodoMcBaggins</a> para <a href=""https://boxd.it/utFCk"">r/Letterboxd Film Raffle #92</a>.","lbfilmraffle, r-letterboxd",2024-04-14
